Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Occupation,House Owner,Number of Cars Owned,Customer Type,Country,State
2027,"Zheng, Colleen",4-15-1948,S,F,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
2035,"Yuan, Kelsey",2-27-1949,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
3318,"Liang, Steve",8-22-1962,S,M,70000,5,4,Bachelors,Professional,1,2,Person,Australia,New South Wales
3671,"Gill, Leslie",11-03-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,New South Wales
4206,"Black, Shawna",12-22-1967,S,F,90000,4,4,Bachelors,Professional,1,0,Person,Australia,New South Wales
4577,"Raje, Carly",9-19-1970,S,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,New South Wales
4599,"Rubio, Tanya",10-21-1965,S,F,60000,3,3,Bachelors,Professional,1,1,Person,Australia,New South Wales
4808,"Schulte, Scot",11-02-1961,S,M,70000,5,4,Partial College,Skilled Manual,1,3,Person,Australia,New South Wales
5184,"Carlson, Tanya",11-04-1964,S,F,60000,3,3,Bachelors,Professional,1,2,Person,Australia,New South Wales
5186,"Raji, Grant",12-13-1964,S,M,60000,4,4,Bachelors,Professional,1,3,Person,Australia,New South Wales
6285,"Martin, Gerald",07-05-1968,S,M,60000,2,2,Bachelors,Professional,1,1,Person,Australia,New South Wales
7263,"Rana, Evelyn",3-28-1964,S,F,60000,3,3,Bachelors,Professional,1,2,Person,Australia,New South Wales
7265,"Ma, Jeffery",06-05-1964,S,M,60000,4,4,Bachelors,Professional,1,3,Person,Australia,New South Wales
7299,"Malhotra, Geoffrey",10-10-1962,S,M,70000,5,4,Bachelors,Professional,1,2,Person,Australia,New South Wales
7493,"Johnston, Tamara",10-13-1958,S,F,100000,1,1,Bachelors,Management,1,2,Person,Australia,New South Wales
7699,"Chande, Jaclyn",07-06-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,New South Wales
7703,"Smith, Adriana",04-08-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,New South Wales
7723,"Navarro, Jonathon",7-19-1963,S,M,60000,3,2,Bachelors,Professional,1,2,Person,Australia,New South Wales
7899,"Chandra, Monica",3-14-1950,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
7902,"Shan, Connor",09-09-1951,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
8563,"Guo, Leah",9-22-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,New South Wales
8633,"Vazquez, Lawrence",10-23-1949,S,M,10000,2,1,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8797,"Xie, Marshall",11-13-1958,S,M,120000,5,1,Bachelors,Management,1,4,Person,Australia,New South Wales
9214,"Dominguez, Gina",02-09-1970,S,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,New South Wales
9234,"Raje, Jenny",04-07-1964,S,F,60000,3,3,Bachelors,Professional,1,2,Person,Australia,New South Wales
9235,"Mehta, Gerald",10-20-1964,S,M,60000,4,4,Bachelors,Professional,1,3,Person,Australia,New South Wales
9236,"Deng, Kenneth",5-23-1964,S,M,60000,4,4,Bachelors,Professional,1,3,Person,Australia,New South Wales
9264,"Zhou, Steve",12-16-1962,S,M,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
10166,"Gomez, Sheila",08-03-1969,S,F,80000,4,4,Graduate Degree,Management,1,0,Person,Australia,New South Wales
10182,"Sullivan, Summer",9-19-1965,S,F,60000,3,3,Bachelors,Professional,1,1,Person,Australia,New South Wales
10224,"Suri, Evelyn",9-24-1961,S,F,70000,5,4,Partial College,Skilled Manual,1,3,Person,Australia,New South Wales
10376,"Sharma, Carl",5-24-1949,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
10378,"Bailey, Allison",2-17-1950,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
10944,"Mehta, Cindy",08-08-1969,S,F,80000,4,4,Graduate Degree,Management,1,0,Person,Australia,New South Wales
10996,"Raji, Kathryn",3-22-1962,S,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
11925,"Sanchez, Marie",02-01-1964,S,F,60000,4,4,Bachelors,Professional,1,3,Person,Australia,New South Wales
12347,"Raji, Carly",8-23-1959,S,F,100000,1,1,Bachelors,Management,1,3,Person,Australia,New South Wales
12416,"Moreno, Kristi",05-11-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,New South Wales
13277,"Nelson, Kaitlyn",07-09-1952,S,F,20000,2,1,Partial High School,Clerical,1,3,Person,Australia,New South Wales
13278,"Kovár, Donald",05-05-1952,S,M,20000,3,1,Partial High School,Clerical,1,4,Person,Australia,New South Wales
13454,"Yuan, Cassie",3-25-1964,S,F,60000,4,4,Bachelors,Professional,1,1,Person,Australia,New South Wales
13457,"Ruiz, Danny",2-21-1964,S,M,60000,4,4,Bachelors,Professional,1,3,Person,Australia,New South Wales
13458,"Alonso, Meghan",2-26-1963,S,F,60000,3,2,Bachelors,Professional,1,2,Person,Australia,New South Wales
13480,"Moreno, Desirée",02-03-1961,S,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
14021,"Romero, Walter",01-07-1950,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14237,"Martin, Lance",01-09-1962,S,M,70000,5,4,Bachelors,Professional,1,2,Person,Australia,New South Wales
14565,"Nelson, Fernando",9-20-1977,S,M,10000,1,1,High School,Manual,1,0,Person,Australia,New South Wales
14928,"Guo, Tiffany",12-04-1948,S,F,20000,2,1,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14941,"Arun, Gerald",8-14-1951,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
15025,"Gutierrez, Jill",10-21-1970,S,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,New South Wales
15037,"Wright, Haley",10-20-1964,S,F,60000,3,3,Bachelors,Professional,1,2,Person,Australia,New South Wales
15550,"Sanz, Jamie",8-15-1948,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
15560,"Ye, Marshall",5-16-1949,S,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
15766,"Chandra, Dominique",03-03-1961,S,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
16145,"Shen, Franklin",10-25-1965,S,M,60000,3,3,Bachelors,Professional,1,1,Person,Australia,New South Wales
16517,"Murphy, Charles",05-12-1959,S,M,100000,1,1,Bachelors,Management,1,3,Person,Australia,New South Wales
16694,"Alvarez, Tyrone",9-26-1967,S,M,90000,4,4,Bachelors,Professional,1,0,Person,Australia,New South Wales
16717,"Ramos, Albert",10-03-1961,S,M,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
16870,"Shan, Shawna",06-09-1976,S,F,10000,1,1,High School,Manual,1,0,Person,Australia,New South Wales
17104,"Martin, Pedro",11-20-1948,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
17207,"Long, Angelica",7-22-1970,S,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,New South Wales
17534,"Sun, Clayton",04-12-1965,S,M,60000,3,3,Bachelors,Professional,1,1,Person,Australia,New South Wales
18062,"Kumar, Jaime",4-19-1945,S,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18083,"Ramos, Sabrina",1-22-1949,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18084,"Sullivan, Toni",8-21-1950,S,F,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18089,"Anand, Tamara",03-01-1950,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18313,"She, Colleen",4-18-1962,S,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
9,"Verhoff, Rob",07-07-1964,S,F,60000,4,4,Bachelors,Professional,1,3,Person,Australia,Victoria
900,"Perez, Brenda",9-16-1970,S,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
909,"Tang, Rafael",07-11-1966,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,Victoria
2083,"Peterson, Juan",2-24-1958,S,M,130000,0,1,Graduate Degree,Management,1,0,Person,Australia,Victoria
2968,"Zhang, Glenn",1-23-1965,S,M,60000,3,3,Bachelors,Professional,1,1,Person,Australia,Victoria
3068,"Sanz, Larry",4-20-1962,S,M,70000,5,4,Bachelors,Professional,1,2,Person,Australia,Victoria
3301,"He, Colin",02-01-1967,S,M,90000,4,4,Bachelors,Professional,1,0,Person,Australia,Victoria
3680,"Suarez, Natasha",10-16-1966,S,F,80000,5,5,Bachelors,Professional,1,3,Person,Australia,Victoria
3855,"Fernandez, Nancy",11-12-1948,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
4582,"Perez, Toni",4-27-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
5024,"Zhang, Willie",7-17-1947,S,M,10000,2,1,High School,Skilled Manual,1,2,Person,Australia,Victoria
5164,"Chande, Willie",12-15-1967,S,M,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
5165,"Liang, Amy",02-02-1967,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
5482,"Bryant, Madison",6-17-1949,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
5640,"Romero, Renee",07-11-1971,S,F,110000,0,5,Partial High School,Professional,1,4,Person,Australia,Victoria
5682,"Chande, Louis",3-15-1967,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
6068,"Alvarez, Adrienne",3-23-1965,S,F,60000,3,3,Bachelors,Professional,1,1,Person,Australia,Victoria
7251,"Hall, Jeremiah",7-17-1967,S,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,Victoria
7252,"Sanz, Ricky",10-21-1967,S,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
7256,"Griffin, Rachel",07-09-1965,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
7267,"Huang, Mandy",10-15-1963,S,F,60000,4,4,Bachelors,Professional,1,3,Person,Australia,Victoria
7496,"Phillips, Jeremy",09-03-1958,S,M,120000,5,1,Bachelors,Management,1,4,Person,Australia,Victoria
7702,"Lal, Kenneth",08-02-1968,S,M,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
7712,"Diaz, Emma",5-14-1967,S,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
8094,"Ashe, Tara",12-20-1974,S,F,100000,0,5,High School,Management,1,2,Person,Australia,Victoria
8097,"Suri, Douglas",10-23-1972,S,M,100000,0,5,High School,Management,1,3,Person,Australia,Victoria
8575,"Ramos, Michele",02-10-1966,S,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,Victoria
8763,"Ma, Warren",6-24-1950,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
8960,"Moreno, Tabitha",03-11-1973,S,F,100000,0,5,High School,Management,1,2,Person,Australia,Victoria
9609,"Hu, Cara",11-18-1973,S,F,100000,0,5,High School,Management,1,2,Person,Australia,Victoria
9618,"Johnson, Chloe",5-28-1972,S,F,100000,0,5,High School,Management,1,3,Person,Australia,Victoria
10953,"Vazquez, Latasha",07-06-1968,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,Victoria
10963,"Smith, Kristi",05-01-1967,S,F,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,Victoria
10971,"Rivera, Jada",2-21-1964,S,F,60000,3,3,Bachelors,Professional,1,2,Person,Australia,Victoria
10993,"Zhang, Alejandro",8-27-1965,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
11915,"Gray, Faith",02-09-1967,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,Victoria
11918,"She, Maurice",04-11-1966,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,Victoria
12537,"Adams, Savannah",06-02-1965,S,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
12654,"Campbell, Devin",10-21-1973,S,M,100000,0,5,High School,Management,1,2,Person,Australia,Victoria
12660,"Shan, Drew",04-10-1972,S,M,110000,0,5,High School,Management,1,4,Person,Australia,Victoria
13373,"Jimenez, Teresa",9-21-1965,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
14123,"Zhao, Susan",3-16-1967,S,F,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,Victoria
14136,"Zhao, Kelvin",05-09-1968,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
14137,"Diaz, Ruben",7-17-1968,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,Victoria
14822,"Gao, Krystal",7-16-1973,S,F,110000,0,5,Partial College,Management,1,3,Person,Australia,Victoria
14824,"Xie, Jaime",7-26-1973,S,M,110000,0,5,Partial College,Management,1,3,Person,Australia,Victoria
14945,"Perez, Ronald",10-18-1952,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
15036,"Vazquez, Shannon",5-28-1964,S,M,60000,3,3,Bachelors,Professional,1,2,Person,Australia,Victoria
15376,"Ortega, Shannon",6-15-1971,S,M,130000,0,5,Partial High School,Management,1,4,Person,Australia,Victoria
15437,"Carlson, Briana",12-26-1973,S,F,110000,0,5,Partial College,Management,1,3,Person,Australia,Victoria
15592,"Chen, Aimee",08-05-1958,S,F,100000,1,1,Bachelors,Management,1,2,Person,Australia,Victoria
15593,"Lopez, Brenda",05-07-1959,S,F,100000,1,1,Bachelors,Management,1,3,Person,Australia,Victoria
15652,"Nara, Gregory",9-18-1969,S,M,80000,4,4,Graduate Degree,Management,1,0,Person,Australia,Victoria
15663,"Alvarez, Lori",9-13-1968,S,F,60000,2,2,Bachelors,Professional,1,1,Person,Australia,Victoria
16360,"Davis, Morgan",3-23-1972,S,F,100000,0,5,High School,Management,1,3,Person,Australia,Victoria
16367,"Alan, Bob",04-10-1971,S,M,100000,0,5,High School,Management,1,4,Person,Australia,Victoria
16474,"Lal, Gabriel",01-10-1948,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
16485,"Zhang, Kristen",3-16-1949,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
16490,"Hall, Haley",8-14-1951,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
16491,"Martin, Natasha",04-03-1951,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
16688,"Madan, Brandy",10-27-1963,S,F,60000,3,2,Bachelors,Professional,1,2,Person,Australia,Victoria
16871,"Davis, Ryan",7-18-1979,S,M,10000,1,1,High School,Manual,1,0,Person,Australia,Victoria
17108,"Simpson, Tara",3-25-1950,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
17109,"Yang, Roger",5-20-1950,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
17203,"King, Maria",3-15-1969,S,F,80000,4,4,Graduate Degree,Management,1,0,Person,Australia,Victoria
17304,"Lewis, Justin",11-27-1964,S,M,60000,3,3,Bachelors,Professional,1,2,Person,Australia,Victoria
17306,"Lopez, Patricia",08-07-1964,S,F,60000,4,4,Bachelors,Professional,1,3,Person,Australia,Victoria
17717,"Garcia, Darren",07-09-1965,S,M,60000,3,3,Bachelors,Professional,1,1,Person,Australia,Victoria
36,"Dominguez, Wendy",2-24-1948,M,F,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
124,"Alvarez, Philip",6-20-1960,M,M,70000,5,4,Partial College,Skilled Manual,1,3,Person,Australia,Victoria
456,"Sanz, Ross",4-21-1974,M,M,100000,0,5,High School,Management,1,2,Person,Australia,Victoria
752,"Gonzales, Victoria",7-17-1970,M,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
912,"Kapoor, Rachael",11-16-1966,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,Victoria
944,"Huang, Dawn",2-27-1949,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
1015,"Sanders, Devin",02-09-1949,M,M,10000,2,1,High School,Skilled Manual,1,2,Person,Australia,Victoria
1247,"Luo, Shawn",10-12-1979,M,M,10000,1,1,High School,Manual,1,0,Person,Australia,Victoria
1352,"Zhang, Cara",10-02-1973,M,F,100000,0,5,High School,Management,1,2,Person,Australia,Victoria
1705,"Nara, Barbara",4-16-1971,M,F,120000,0,5,Partial High School,Management,1,4,Person,Australia,Victoria
2139,"Alonso, Teresa",06-11-1960,M,F,70000,5,4,Partial College,Skilled Manual,1,3,Person,Australia,Victoria
2629,"Schmidt, Kaitlin",12-21-1973,M,F,110000,0,5,Partial College,Management,1,3,Person,Australia,Victoria
2640,"Liang, Colin",08-07-1971,M,M,100000,0,5,High School,Management,1,3,Person,Australia,Victoria
2647,"Yuan, Terry",10-09-1970,M,M,110000,0,5,High School,Management,1,4,Person,Australia,Victoria
2962,"Raji, Shawna",05-08-1966,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,Victoria
2999,"Martin, Ethan",10-23-1948,M,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
3009,"Liu, Karen",7-14-1949,M,F,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
3010,"Prasad, Brandy",09-05-1949,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
3237,"Richardson, Abigail",11-26-1970,M,F,110000,0,5,High School,Management,1,4,Person,Australia,Victoria
3279,"Sanchez, Olivia",7-21-1958,M,F,130000,0,1,Graduate Degree,Management,1,1,Person,Australia,Victoria
3280,"Barnes, Taylor",08-04-1958,M,F,130000,0,1,Graduate Degree,Management,1,2,Person,Australia,Victoria
3320,"Sanz, Renee",12-25-1962,M,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,Victoria
3666,"King, Jesse",7-17-1969,M,M,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
3668,"Alexander, Olivia",7-20-1970,M,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
3858,"Serrano, Diane",1-27-1949,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,Victoria
4143,"Nara, Karl",05-12-1972,M,M,130000,4,5,High School,Management,1,4,Person,Australia,Victoria
4186,"Evans, Jonathan",08-10-1958,M,M,130000,0,1,Graduate Degree,Management,1,1,Person,Australia,Victoria
4234,"Rodriguez, Tammy",03-10-1961,M,F,70000,5,4,Partial College,Skilled Manual,1,3,Person,Australia,Victoria
4236,"Lopez, Kari",6-25-1960,M,F,60000,3,2,Partial College,Skilled Manual,1,2,Person,Australia,Victoria
4579,"Gill, Diane",8-20-1970,M,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
4759,"Andersen, Arturo",5-26-1958,M,M,130000,0,1,Graduate Degree,Management,1,0,Person,Australia,Victoria
4766,"Deng, Gilbert",10-18-1959,M,M,130000,0,1,Graduate Degree,Management,1,3,Person,Australia,Victoria
4809,"Blanco, Natasha",1-19-1961,M,F,70000,5,4,Partial College,Skilled Manual,1,3,Person,Australia,Victoria
5156,"Jenkins, Joan",04-10-1969,M,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
5172,"Ruiz, Bruce",04-06-1966,M,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,Victoria
5521,"Raji, Misty",10-23-1976,M,F,10000,1,1,High School,Manual,1,0,Person,Australia,Victoria
5618,"Xie, Alvin",02-06-1974,M,M,100000,0,5,High School,Management,1,1,Person,Australia,Victoria
5631,"Sutton, Jaime",07-11-1972,M,M,110000,0,5,High School,Management,1,4,Person,Australia,Victoria
5634,"Becker, Kelli",12-26-1971,M,F,100000,0,5,High School,Management,1,4,Person,Australia,Victoria
5637,"Gomez, Danny",8-26-1970,M,M,110000,0,5,High School,Management,1,4,Person,Australia,Victoria
5665,"Nelson, Sophia",6-17-1958,M,F,130000,0,1,Graduate Degree,Management,1,1,Person,Australia,Victoria
5675,"Yuan, Ricardo",11-13-1959,M,M,130000,0,1,Graduate Degree,Management,1,3,Person,Australia,Victoria
6051,"Xie, Cristina",11-24-1970,M,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
6253,"Zhu, Colleen",11-14-1971,M,F,100000,0,5,High School,Management,1,3,Person,Australia,Victoria
6283,"Alexander, Alyssa",08-03-1970,M,F,80000,4,4,Graduate Degree,Management,1,1,Person,Australia,Victoria
